day,meal_type,name,serving_size,calories,total_fat,total_carbohydrate,protein,category
Thursday,Lunch,Chicken Quesadilla,1/2 Quesadilla,150, 7, 12, 10,Entrees
Thursday,Lunch,Diced Onions,Ounce,10, 0, 3, 0,Toppings
Thursday,Lunch,"Flour Tortilla 6""",6in tortilla,100, 3, 15, 2,Tortilla
Thursday,Lunch,Fresh Tortilla Chips,Ounce,70, 0, 13, 2,Snack
Thursday,Lunch,House-made Guacamole,3z Portion,100, 9, 6, 1,Sides
Thursday,Lunch,Pico de Gallo,2z Portion,10, 0, 2, < 1,Miscellaneous
Thursday,Lunch,Shredded Iceberg Lettuce,Ounce,0, 0, < 1, 0,Miscellaneous
Thursday,Lunch,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Lunch,Sour Cream 5lb,Tablespoon,30, 2.5, < 1, 0,Toppings
Thursday,Lunch,Thick & Chuncky Mild Salsa,Ounce,10, 0, 2, 0,Miscellaneous
Thursday,Lunch,"White Corn Tortilla 6""",6in Tortilla,60, 0.5, 12, 1,Tortilla
Thursday,Lunch,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Thursday,Lunch,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Thursday,Lunch,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Thursday,Lunch,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Thursday,Lunch,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Thursday,Lunch,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Thursday,Lunch,Alfredo Sauce,Ounce,70, 6, 2, 1,Toppings
Thursday,Lunch,Balsamic Vinegar,Teaspoon,0, 0, < 1, 0,Toppings
Thursday,Lunch,Basil,Ounce,0, 0, 0, 0,Miscellaneous
Thursday,Lunch,Basil Pesto Sauce w/o Nuts,1 Flz Portion,100, 10, 1, 2,Toppings
Thursday,Lunch,Broccoli Florets,Ounce,10, 0, 1, < 1,Sides
Thursday,Lunch,Chunk Italian Sausage,Ounce,90, 8, 1, 4,Sides
Thursday,Lunch,Diavolo Sauce,2 Flz Portion,90, 8, 5, < 1,Toppings
Thursday,Lunch,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Thursday,Lunch,Elbow Macaroni Pasta,4z Portion,220, 5, 36, 6,Entrees
Thursday,Lunch,Garlic Minced Prep,Ounce,35, 0, 7, 0,Toppings
Thursday,Lunch,Grated Parmesan Cheese,Tablespoon,30, 2.5, 0, 3,Cheese
Thursday,Lunch,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Thursday,Lunch,Marinara Sauce,Ounce,15, 0.5, 2, 0,Toppings
Thursday,Lunch,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Thursday,Lunch,Parsley Ital Fresh Clnd,Tablespoon,0, 0, 0, 0,Miscellaneous
Thursday,Lunch,Pasta Stir-Fry,4.7z Portion,260, 16, 17, 14,Entrees
Thursday,Lunch,Penne Pasta,3z Portion,170, 4.5, 27, 5,Entrees
Thursday,Lunch,Pepper Red Crushed,Teaspoon,0, 0, 0, 0,Miscellaneous
Thursday,Lunch,Sauteed Sliced Mushrooms,1z Portion,15, 1, < 1, < 1,Toppings
Thursday,Lunch,Shrimp,1 Shrimp,5, 0, 0, 1,Entrees
Thursday,Lunch,Cheese Pizza,Piece -U,140, 5, 18, 6,Cheese
Thursday,Lunch,Pepperoni Pizza,Piece -U,160, 8, 18, 7,Entrees
Thursday,Lunch,Supreme Pizza,16-Cut Slice,170, 8, 18, 8,Entrees
Thursday,Lunch,Classic Edamame,Tablespoon,15, 0.5, 1, 1,Miscellaneous
Thursday,Lunch,Classic Vegan Kimchi,Ounce,10, 0, 3, 0,Miscellaneous
Thursday,Lunch,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Thursday,Lunch,Firm Tofu,1/4 cup,60, 3, 2, 6,Miscellaneous
Thursday,Lunch,High Protein Grain BleND,3z portion,190,null,null,null,Miscellaneous
Thursday,Lunch,Low Sodium Dark Red Kidney Bean,Ounce,30, 0, 5, 2,Miscellaneous
Thursday,Lunch,Low Sodium Garbanzo Beans,Ounce,30, 0, 5, 1,Sides
Thursday,Lunch,Marinated Quarter Artichoke Heart,Ounce,15, 1, 2, < 1,Miscellaneous
Thursday,Lunch,Marinated Tofu,4z Portion,110, 5, 4, 11,Miscellaneous
Thursday,Lunch,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0, 0, 0,Miscellaneous
Thursday,Lunch,Carrots,Tablespoon,0, 0, 0, 0,Sides
Thursday,Lunch,Chopped Eggs,.5z Portion,25, 1.5, 0, 2,Miscellaneous
Thursday,Lunch,Crispy Fried French Onion,Ounce,160, 12, 16, 0,Miscellaneous
Thursday,Lunch,Cucumber Slices,Slices,0, 0, 0, 0,Miscellaneous
Thursday,Lunch,Feta Cheese Crumbles,Ounce,5, 0.5, 0, 0,Cheese
Thursday,Lunch,Iceberg Salad Mix,1 cup portion,5, 0, 1, 0,Salad
Thursday,Lunch,Large Seasoned Crouton,Ounce,120, 4, 20, 4,Miscellaneous
Thursday,Lunch,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Thursday,Lunch,Red Grape Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Thursday,Lunch,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Thursday,Lunch,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Lunch,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Thursday,Lunch,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Thursday,Lunch,Tri Color Peppers,Ounce,15, 1, 2, 0,Miscellaneous
Thursday,Lunch,Tuna,1/4 Cup,35, 0, 0, 8,Miscellaneous
Thursday,Lunch,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12, 52, 8,Ice Cream
Thursday,Lunch,Dole Whip Pineapple,1 Serving,110, 0.5, 26, 0,Ice Cream
Thursday,Lunch,Dole Whip Strawberry,1 Serving,110, 0, 26, 0,Ice Cream
Thursday,Lunch,Vanilla Soft Serve Ice Cream Mix,Cup,360, 13, 49, 8,Ice Cream
Thursday,Lunch,Black Bean Soup,6 Flz Portion,130, 3, 21, 6,Miscellaneous
Thursday,Lunch,Tomato Soup,6 Flz Portion,60, 4, 7, 1,Miscellaneous
Thursday,Lunch,Asst Jelly Pc,Pkt,35, 0, 9, 0,Miscellaneous
Thursday,Lunch,Cream Cheese 1z Pc,1z Cup,100, 9, 1, 2,Cheese
Thursday,Lunch,Fresh Avocado,Ounce,45, 4.5, 2, 0,Toppings
Thursday,Lunch,Jif Peanut Butter PC,0.75z,120, 10, 5, 4,Toppings
Thursday,Lunch,Nutella Chocolate Hazelnut Spread,Ounce,150, 9, 18, 1,Toppings
Thursday,Lunch,Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Thursday,Lunch,Unsalted Butter,Ounce,200, 22, 0, 0,Miscellaneous
Thursday,Lunch,Caramel Topping,Ounce,80, 0, 18, 0,Miscellaneous
Thursday,Lunch,Cone Cake Jacketed,Cone,null,null,null,null,Miscellaneous
Thursday,Lunch,Dutch Chocolate Syrup,Ounce,70, 0, 16, < 1,Miscellaneous
Thursday,Lunch,Mini Semi-Sweet Choc Chips,Ounce,130, 8, 19, 2,Snack
Thursday,Lunch,Oreo Cookie Topping,Ounce,140, 5, 21, 1,Cookie
Thursday,Lunch,Rainbow Sprinkles,Ounce,140, 7, 21, 0,Ice Cream
Thursday,Lunch,Baby Carrots,3 Carrots,10, 0, 2, 0,Sides
Thursday,Lunch,Celery Sticks,Ounce,0, 0, < 1, 0,Miscellaneous
Thursday,Lunch,Flax Seed,Ounce,150, 12, 8, 5,Toppings
Thursday,Lunch,Hummus with Tahini,1z Portion,70, 5, 4, 2,Snack
Thursday,Lunch,Kalamata Olive Hummus,1z Portion,70, 6, 4, 2,Snack
Thursday,Lunch,Nutritional Yeast,Gram,null,null,null,null,Miscellaneous
Thursday,Lunch,Organic Black Chia Seed,Ounce,140, 9, 12, 5,Toppings
Thursday,Lunch,Raw Mediterranean Pita Chips,1 oz portion,70, 0.5, 13, 2,Snack
Thursday,Lunch,Roasted & Salted Sunflower Seeds,1 Tablespoon,90, 7, 3, 3,Toppings
Thursday,Lunch,Roasted Garlic Hummus,1z Portion,70, 5, 4, 2,Snack
Thursday,Lunch,Roasted Red Pepper Hummus,1z Portion,60, 4, 4, 2,Snack
Thursday,Lunch,Sliced Almonds,Tablespoon,90, 8, 3, 3,Toppings
Thursday,Lunch,Aloo Chole Entree,Ounce,30, 1, 5, 1,Miscellaneous
Thursday,Lunch,Baked Sweet Potato,Potatoes,120, 1.5, 26, 2,Sides
Thursday,Lunch,Broccoli Florets,4z Portion,35, 0, 6, 4,Sides
Thursday,Lunch,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Thursday,Lunch,Blueberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Lunch,Nature Valley Toasted Granola Oat,Ounce,130, 4.5, 20, 2,Miscellaneous
Thursday,Lunch,Plain Greek Yogurt,Ounce,15, 0, 1, 3,Snack
Thursday,Lunch,Small Curd Cottage Cheese,1/2 Cup,100, 5, 5, 11,Cheese
Thursday,Lunch,Strawberry Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Lunch,Vanilla Yogurt,Ounce,20, 0, 4, < 1,Snack
Thursday,Dinner,100% Honey Pc,Pkt,25, 0, 7, 0,Toppings
Thursday,Dinner,Brewed coffee,6z Portion,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Coca Cola Classic Fountain 12z,12z Cup,0,null,null,null,Miscellaneous
Thursday,Dinner,Coca Cola Diet Fountain 12z,12z Cup,0,null,null,null,Drinks
Thursday,Dinner,Coffeemate Original,Fluid Oz,30, 3, 0, 0,Drinks
Thursday,Dinner,Coke Cherry Fountain 12z,12z Cups,0,null,null,null,Drinks
Thursday,Dinner,Coke Zero Fountain 12z,12z Cups,0,null,null,null,Drinks
Thursday,Dinner,Creamer French Vanilla Coffeemate 1.5L,Fluid Oz,60, 3.5, 8, 0,Toppings
Thursday,Dinner,ecoStick Sugar Substitute Pink Pc,Stick,0, 0, 1, 0,Toppings
Thursday,Dinner,ecoStick Sugar Substitute Yellow Pc,Stick,0, 0, 1, 0,Toppings
Thursday,Dinner,Green Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Thursday,Dinner,Hazelnut Coffee Creamer,Fluid Oz,10, 0, 2, 0,Toppings
Thursday,Dinner,Lipton Black Tea Bag,Tea Bag,0, 0, 0, 0,Drinks
Thursday,Dinner,Lipton Tea Decaf,Tea Bag,null,null,null,null,Drinks
Thursday,Dinner,Original Style Lemonade,1 dining hall glass,null,null,null,null,Drinks
Thursday,Dinner,Root Beer Barq's Fountain 12z,12z Cups,0,null,null,null,Bar
Thursday,Dinner,Sprite Diet Fountain 12z,12z Cup,0, 0, 0, 0,Drinks
Thursday,Dinner,Juice Apple DH,6 Flz Cup,15, 0, 3, 0,Drinks
Thursday,Dinner,Juice Cranberry DH,6 Flz Cup,70, 0, 17, 0,Drinks
Thursday,Dinner,Juice Orange DH,6 Flz Cup,15, 0, 4, 0,Drinks
Thursday,Dinner,Pibb Extra Fountain 12z,12 Flz Cup,0,null,null,null,Drinks
Thursday,Dinner,Powerade Mountain Blast 12z,12 Flz Cup,0,null,null,null,Drinks
Thursday,Dinner,Sprite Fountain 12z,12 Flz Cup,0,null,null,null,Drinks
Thursday,Dinner,Balsamic Vinaigrette Dressing in Bottle,Ounce,60, 4.5, 5, 0,Toppings
Thursday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14, 1, 0,Toppings
Thursday,Dinner,Country French Dressing,Ounce,120, 11, 6, 0,Toppings
Thursday,Dinner,Creamy Caesar Dressing,Fluid Oz,140, 15, < 1, < 1,Toppings
Thursday,Dinner,Fat Free Raspberry Vinaigrette Dressing,Fluid Oz,35, 0, 8, 0,Toppings
Thursday,Dinner,Lite Ranch Dressing,Ounce,70, 7, < 1, < 1,Toppings
Thursday,Dinner,Plant Based Ranch Dressing,2z Portion,210, 22, 6, 0,Toppings
Thursday,Dinner,Fortune Cookie,Cookie,10, 0, 3, 0,Cookie
Thursday,Dinner,Fried Pork Pot Sticker,Pot Sticker,50, 3, 4, 2,Miscellaneous
Thursday,Dinner,Orange Chicken,4z Portion,250, 8, 36, 9,Entrees
Thursday,Dinner,Pineapple Fried Rice with Shrimp,4z Portion,410, 5, 75, 10,Sides
Thursday,Dinner,Steamed Brown Rice,4z Portion,150, 1.5, 31, 3,Sides
Thursday,Dinner,Steamed Long Grain Rice,4z Portion,530, 0, 115, 10,Sides
Thursday,Dinner,Steamed Plant Based Pot Sticker,Pot Sticker,0,null,null,null,Miscellaneous
Thursday,Dinner,Orange Ginger Sauce,2 tbs,60, 0, 15, 0,Toppings
Thursday,Dinner,Sauce General Tso Premium,1Tbsp,30, 0, 8, 0,Toppings
Thursday,Dinner,Soy Sauce,Ounce,20, 0, 0, 4,Toppings
Thursday,Dinner,Sriracha Sauce,Teaspoon,0, 0, 0, 0,Toppings
Thursday,Dinner,Sweet & Sour Sauce,Fluid Oz,30, 0, 8, 0,Toppings
Thursday,Dinner,Teriyaki Glaze,2 tbs,50, 0, 12, 2,Miscellaneous
Thursday,Dinner,Captain Crunch Wildberries,Cup,180, 2.5, 39, 2,Cereal
Thursday,Dinner,Cheerios,Cup,110, 2, 22, 4,Cereal
Thursday,Dinner,Cinnamon Toast Crunch,Cup,210, 5, 40, 2,Cereal
Thursday,Dinner,Frosted Flakes,Cup,320, 0, 67, 13,Cereal
Thursday,Dinner,Rice Chex Cereal,Cup,180, 1, 40, 3,Cereal
Thursday,Dinner,Special K with Red Berries,Cup,360, 1, 78, 16,Miscellaneous
Thursday,Dinner,French Rolls,"6"" Portion",null,null,null,null,Miscellaneous
Thursday,Dinner,"Honey Wheat Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Thursday,Dinner,Kettle Chips,Ounce,160, 9, 15, 2,Snack
Thursday,Dinner,"Multigrain Bread 5/8"" Slice",Slice,null,null,null,null,Miscellaneous
Thursday,Dinner,Sourdough Bread Slice,Slices,100, 1, 20, 3,Miscellaneous
Thursday,Dinner,"Spinach Tortilla 12""",Tortilla,300, 8, 53, 7,Tortilla
Thursday,Dinner,"Sundried Tomato Basil Tortilla 12""",Tortillas,310, 8, 53, 7,Tortilla
Thursday,Dinner,Telera Roll,3.5z,300, 4, 56, 9,Miscellaneous
Thursday,Dinner,Carrot Cake with Cream Cheese Icing,72-Cut Piece,480,null,null,null,Cheese
Thursday,Dinner,Double Chocolate Chunk Cookie,1.35z Cookie,90, 0, 22, 1,Cookie
Thursday,Dinner,Old-Fashioned Sugar Cookie,1.35z Cookie,160, 6, 25, 2,Cookie
Thursday,Dinner,Peanut Butter Cookie,1.35z Cookie,180, 9, 20, 4,Cookie
Thursday,Dinner,Soft Chocolate Chunk Cookie,1.35z,170, 7, 24, 2,Cookie
Thursday,Dinner,Jalapeno Monterey Jack Cheese Slice,Slice,60, 5, 0, 4,Cheese
Thursday,Dinner,Provolone Cheese Slice,Slice,70, 6, 0, 5,Cheese
Thursday,Dinner,Sliced 0.75z Mild Cheddar Cheese,Slice,80, 7, 0, 5,Cheese
Thursday,Dinner,"Diced 3/8"" Bacon",1 Tbsp,60, 4.5, 0, 5,Toppings
Thursday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Thursday,Dinner,Low Sodium Smoked Ham Slices,Ounce,30, 1, 0, 5,Miscellaneous
Thursday,Dinner,Oven Roasted Sliced Chicken,Ounce,null,null,null,null,Toppings
Thursday,Dinner,Smoked Sliced Genoa Salami,Ounce,110, 9, 1, 6,Toppings
Thursday,Dinner,Smoked Tempeh,Ounce,null,null,null,null,Miscellaneous
Thursday,Dinner,Tuna Salad,1/2 cup,310, 26, 5, 14,Salad
Thursday,Dinner,Chicago-Style Hot Giardiniera,Fluid Oz,120, 12, 0, 0,Miscellaneous
Thursday,Dinner,Cucumber Slices,.25 cup,0, 0, < 1, 0,Miscellaneous
Thursday,Dinner,Flat Leaf Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Thursday,Dinner,Hamburger Sliced Dill Pickle Chip,Slice,0, 0, 0, 0,Snack
Thursday,Dinner,Mild Banana Pepper Ring,Ounce,5, 0, 1, 0,Fruit
Thursday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0, < 1, 0,Miscellaneous
Thursday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Dinner,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Thursday,Dinner,Tomatoes Sliced 1/4-inch,Slices,0, 0, < 1, 0,Toppings
Thursday,Dinner,Aged Balsamic Vinegar,Fluid Oz,40, 0, 9, 0,Toppings
Thursday,Dinner,Black Pepper Grinder,Teaspoon,5, 0, 1, 0,Miscellaneous
Thursday,Dinner,Buttermilk Ranch Dressing,Ounce,130, 14, 1, 0,Toppings
Thursday,Dinner,Chipotle Ranch Dressing,Fluid Oz,150, 16, 1, 0,Snack
Thursday,Dinner,Garlic Mayonnaise,1/2 oz,100, 10, 1, 0,Toppings
Thursday,Dinner,Grinder Sea Salt,Gram,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Heavy Duty Mayonnaise,Tablespoon,100, 11, 1, 0,Toppings
Thursday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Thursday,Dinner,Plant Based Chipotle Ranch Dressing,2z Portion,180, 20, 7, 0,Snack
Thursday,Dinner,RedHot Buffalo Wing Sauce,Fluid Oz,0, 0, 0, 0,Toppings
Thursday,Dinner,Vegan Mayonnaise,1 tbs,60, 7, < 1, 0,Toppings
Thursday,Dinner,Vinegar Red Wine,Fluid Oz,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Yellow Mustard,1 tsp,0, 0, 0, 0,Toppings
Thursday,Dinner,Bananas,Banana,190, 0, 46, 2,Fruit
Thursday,Dinner,Gala Apples,Apples,100, 0, 25, 0,Fruit
Thursday,Dinner,Oranges,Orange,100, 0, 24, 2,Fruit
Thursday,Dinner,Angus Beef Frank,Frank,170, 16, 1, 6,Entrees
Thursday,Dinner,Black Bean Burger,Patty,170, 5, 26, 15,Miscellaneous
Thursday,Dinner,Breaded Onion Tangler,3z portion,270, 17, 27, 3,Miscellaneous
Thursday,Dinner,Buns Hot Dog Bulk,Each,120, 1.5, 21, 4,Entrees
Thursday,Dinner,Fried Eggs,Eggs,50, 3.5, 0, 4,Miscellaneous
Thursday,Dinner,Grilled Cheese on White,Sandwich,330, 24, 23, 9,Cheese
Thursday,Dinner,Hamburger Bun,Buns,null,null,null,null,Entrees
Thursday,Dinner,Homestyle Breaded Chicken Breast Fritter,Patty,230, 14, 13, 12,Entrees
Thursday,Dinner,Onion Sauteed,Ounce,20, 1, 2, 0,Miscellaneous
Thursday,Dinner,Round Bacon,Bacon Round,null,null,null,null,Miscellaneous
Thursday,Dinner,Sauteed Sliced Mushrooms,1z Portion,15, 1, < 1, < 1,Toppings
Thursday,Dinner,Smash Burger,Burgers,290, 23, 1, 19,Miscellaneous
Thursday,Dinner,Thick French Fries,3z Portion,110, 3.5, 20, 1,Miscellaneous
Thursday,Dinner,8z Pizza Dough,8z,480, 4, 100, 20,Entrees
Thursday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5, 0, 3,Cheese
Thursday,Dinner,Pepper Red Crushed,Teaspoon,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Pizza Bar,12z Portion,670,null,null,null,Bar
Thursday,Dinner,Alfredo Sauce,Ounce,70, 6, 2, 1,Toppings
Thursday,Dinner,Beef Meatball 0.5z,.5z meatball,45, 3.5, 1, 2,Entrees
Thursday,Dinner,Chunk Italian Sausage,Ounce,90, 8, 1, 4,Sides
Thursday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Thursday,Dinner,Onion Sliced,Ounce,15, 0.5, 3, 0,Toppings
Thursday,Dinner,Pepperoni Sliced,Slices,10, 1, 0, 0,Toppings
Thursday,Dinner,Pineapple Tidbit in Unsweetened Juice,2 Ounce,30, 0, 8, 0,Drinks
Thursday,Dinner,Plant based Sliced Italian Sausage,3 oz portion,170, 9, 9, 15,Sides
Thursday,Dinner,Seasoned Pizza Sauce with Oil,Ounce,15, 0, 3, 0,Toppings
Thursday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Thursday,Dinner,Shredded Part-Skim Mozzarella Cheese,1z Portion,80, 6, 1, 6,Cheese
Thursday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Dinner,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Dinner,Sliced Spanish Black Ripe Olive,Tablespoon,25, 2, < 1, 0,Toppings
Thursday,Dinner,Tri Color Peppers,Portion,25, 1.5, 2, 0,Miscellaneous
Thursday,Dinner,"Water-Added Ham Diced 1/4""",Ounce,35, 1.5, 1, 5,Toppings
Thursday,Dinner,Black Olive Slices,1z Portion,50, 3.5, 2, 0,Miscellaneous
Thursday,Dinner,Cheddar Cheese,1z Portion,null,null,null,null,Cheese
Thursday,Dinner,Chicken Taco Meat,2z,90, 4.5, 1, 13,Entrees
Thursday,Dinner,Diced Onions,Ounce,10, 0, 3, 0,Toppings
Thursday,Dinner,"Flour Tortilla 6""",6in tortilla,100, 3, 15, 2,Tortilla
Thursday,Dinner,Fresh Tortilla Chips,Ounce,70, 0, 13, 2,Snack
Thursday,Dinner,Gonzalo's Rice,3z portion,370, 3.5, 73, 8,Sides
Thursday,Dinner,House-made Guacamole,3z Portion,100, 9, 6, 1,Sides
Thursday,Dinner,Pico de Gallo,2z Portion,10, 0, 2, < 1,Miscellaneous
Thursday,Dinner,Pork Carnitas,Pound,590, 37, 10, 53,Miscellaneous
Thursday,Dinner,Shredded Iceberg Lettuce,Ounce,0, 0, < 1, 0,Miscellaneous
Thursday,Dinner,Sliced Jalapeno Peppers,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Dinner,Sour Cream 5lb,Tablespoon,30, 2.5, < 1, 0,Toppings
Thursday,Dinner,Thick & Chuncky Mild Salsa,Ounce,10, 0, 2, 0,Miscellaneous
Thursday,Dinner,Vegan Refried Beans,1.6z Portion,100, 1, 16, 6,Sides
Thursday,Dinner,"White Corn Tortilla 6""",6in Tortilla,60, 0.5, 12, 1,Tortilla
Thursday,Dinner,"Whole Grain Corn 5"" Taco Shell",Shell,50, 2.5, 7, < 1,Miscellaneous
Thursday,Dinner,2% Chocolate Milk BIB,1 Cup,170, 5, 24, 8,Drinks
Thursday,Dinner,2% Milk BIB,8 flz,120, 5, 11, 8,Drinks
Thursday,Dinner,Milk Soy Vanilla Aseptic Silk,8z,null,null,null,null,Drinks
Thursday,Dinner,Original Unsweetened Almond Milk,6z Portion,60, 2, 11, < 1,Drinks
Thursday,Dinner,Skim Milk BIB,8 flz,80, 0, 11, 8,Drinks
Thursday,Dinner,Unsweetened Vanilla Almond Milk,6z Portion,20, 1.5, < 1, < 1,Drinks
Thursday,Dinner,Alfredo Sauce,Ounce,70, 6, 2, 1,Toppings
Thursday,Dinner,Balsamic Vinegar,Teaspoon,0, 0, < 1, 0,Toppings
Thursday,Dinner,Basil,Ounce,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Basil Pesto Sauce w/o Nuts,1 Flz Portion,100, 10, 1, 2,Toppings
Thursday,Dinner,Broccoli Florets,Ounce,10, 0, 1, < 1,Sides
Thursday,Dinner,Chunk Italian Sausage,Ounce,90, 8, 1, 4,Sides
Thursday,Dinner,Diavolo Sauce,2 Flz Portion,90, 8, 5, < 1,Toppings
Thursday,Dinner,Diced Tomatoes,Ounce,0, 0, 1, 0,Toppings
Thursday,Dinner,Elbow Macaroni Pasta,4z Portion,220, 5, 36, 6,Entrees
Thursday,Dinner,Garlic Minced Prep,Ounce,35, 0, 7, 0,Toppings
Thursday,Dinner,Grated Parmesan Cheese,Tablespoon,30, 2.5, 0, 3,Cheese
Thursday,Dinner,Grilled Chicken Breast Strip Fajita,Ounce,35, 1.5, < 1, 6,Entrees
Thursday,Dinner,Marinara Sauce,Ounce,15, 0.5, 2, 0,Toppings
Thursday,Dinner,Mediterranean Extra Virgin Olive Oil,1 tbsp,120, 14, 0, 0,Miscellaneous
Thursday,Dinner,Parsley Ital Fresh Clnd,Tablespoon,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Pasta Stir-Fry,4.7z Portion,260, 16, 17, 14,Entrees
Thursday,Dinner,Penne Pasta,3z Portion,170, 4.5, 27, 5,Entrees
Thursday,Dinner,Pepper Red Crushed,Teaspoon,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Sauteed Sliced Mushrooms,1z Portion,15, 1, < 1, < 1,Toppings
Thursday,Dinner,Shrimp,1 Shrimp,5, 0, 0, 1,Entrees
Thursday,Dinner,Classic Edamame,Tablespoon,15, 0.5, 1, 1,Miscellaneous
Thursday,Dinner,Classic Vegan Kimchi,Ounce,10, 0, 3, 0,Miscellaneous
Thursday,Dinner,Daiya Vegan Shredded Mozzarella Cheese,Ounce,80, 5, 8, 0,Cheese
Thursday,Dinner,Firm Tofu,1/4 cup,60, 3, 2, 6,Miscellaneous
Thursday,Dinner,High Protein Grain BleND,3z portion,190,null,null,null,Miscellaneous
Thursday,Dinner,Low Sodium Dark Red Kidney Bean,Ounce,30, 0, 5, 2,Miscellaneous
Thursday,Dinner,Low Sodium Garbanzo Beans,Ounce,30, 0, 5, 1,Sides
Thursday,Dinner,Marinated Quarter Artichoke Heart,Ounce,15, 1, 2, < 1,Miscellaneous
Thursday,Dinner,Marinated Tofu,4z Portion,110, 5, 4, 11,Miscellaneous
Thursday,Dinner,Salt & Peppercorn Roasted Cauliflower,Ounce,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Carrots,Tablespoon,0, 0, 0, 0,Sides
Thursday,Dinner,Chopped Eggs,.5z Portion,25, 1.5, 0, 2,Miscellaneous
Thursday,Dinner,Crispy Fried French Onion,Ounce,160, 12, 16, 0,Miscellaneous
Thursday,Dinner,Cucumber Slices,Slices,0, 0, 0, 0,Miscellaneous
Thursday,Dinner,Feta Cheese Crumbles,Ounce,5, 0.5, 0, 0,Cheese
Thursday,Dinner,Iceberg Salad Mix,1 cup portion,5, 0, 1, 0,Salad
Thursday,Dinner,Large Seasoned Crouton,Ounce,120, 4, 20, 4,Miscellaneous
Thursday,Dinner,Locally Grown Salad Greens,Ounce,0, 0, < 1, 0,Salad
Thursday,Dinner,Red Grape Tomatoes,Ounce,5, 0, 1, 0,Miscellaneous
Thursday,Dinner,Shredded Mild Cheddar Cheese,Ounce,110, 9, 1, 6,Cheese
Thursday,Dinner,Sliced Mushrooms,Tablespoon,0, 0, 0, 0,Toppings
Thursday,Dinner,Sliced Red Onion,Ounce,10, 0, 3, 0,Toppings
Thursday,Dinner,Spinach,Ounce,5, 0, 1, < 1,Miscellaneous
Thursday,Dinner,Tri Color Peppers,Ounce,15, 1, 2, 0,Miscellaneous
Thursday,Dinner,Tuna,1/4 Cup,35, 0, 0, 8,Miscellaneous
Thursday,Dinner,Chocolate Soft Serve Ice Cream Mix,Cup,340, 12, 52, 8,Ice Cream
Thursday,Dinner,Dole Whip Pineapple,1 Serving,110, 0.5, 26, 0,Ice Cream
